SOC2018Code,SOC2018Title,CIP2020Code,CIP2020Title
11-9121,Natural Sciences Managers,26.0502,"Microbiology, General."
11-9121,Natural Sciences Managers,26.0503,Medical Microbiology and Bacteriology.
11-9121,Natural Sciences Managers,26.0504,Virology.
11-9121,Natural Sciences Managers,26.0505,Parasitology.
11-9121,Natural Sciences Managers,26.0507,Immunology.
11-9121,Natural Sciences Managers,26.0508,Microbiology and Immunology.
11-9121,Natural Sciences Managers,26.0599,"Microbiological Sciences and Immunology, Other."
11-9121,Natural Sciences Managers,26.0701,Zoology/Animal Biology.
11-9121,Natural Sciences Managers,26.0702,Entomology.
11-9121,Natural Sciences Managers,26.0707,Animal Physiology.
11-9121,Natural Sciences Managers,26.0799,"Zoology/Animal Biology, Other."
11-9121,Natural Sciences Managers,26.0802,Molecular Genetics.
11-9121,Natural Sciences Managers,26.0804,Animal Genetics.
11-9121,Natural Sciences Managers,26.0805,Plant Genetics.
11-9121,Natural Sciences Managers,26.0807,Genome Sciences/Genomics.
11-9121,Natural Sciences Managers,26.0899,"Genetics, Other."
11-9121,Natural Sciences Managers,26.0910,Pathology/Experimental Pathology.
11-9121,Natural Sciences Managers,26.0912,Aerospace Physiology and Medicine.
11-9121,Natural Sciences Managers,26.1001,Pharmacology.
11-9121,Natural Sciences Managers,26.1004,Toxicology.
11-9121,Natural Sciences Managers,26.1101,Biometry/Biometrics.
11-9121,Natural Sciences Managers,26.1102,Biostatistics.
11-9121,Natural Sciences Managers,26.1104,Computational Biology.
11-9121,Natural Sciences Managers,26.1199,"Biomathematics, Bioinformatics, and Computational Biology, Other."
11-9121,Natural Sciences Managers,26.1201,Biotechnology.
11-9121,Natural Sciences Managers,26.1301,Ecology.
11-9121,Natural Sciences Managers,26.1302,Marine Biology and Biological Oceanography.
11-9121,Natural Sciences Managers,26.1303,Evolutionary Biology.
11-9121,Natural Sciences Managers,26.1310,Ecology and Evolutionary Biology.
11-9121,Natural Sciences Managers,26.1311,Epidemiology and Biostatistics.
11-9121,Natural Sciences Managers,26.1399,"Ecology, Evolution, Systematics and Population Biology, Other."
11-9121,Natural Sciences Managers,26.1401,Molecular Medicine.
11-9121,Natural Sciences Managers,26.1501,Neuroscience.
11-9121,Natural Sciences Managers,26.1502,Neuroanatomy.
11-9121,Natural Sciences Managers,26.1503,Neurobiology and Anatomy.
11-9121,Natural Sciences Managers,26.1504,Neurobiology and Behavior.
11-9121,Natural Sciences Managers,26.1599,"Neurobiology and Neurosciences, Other."
11-9121,Natural Sciences Managers,26.9999,"Biological and Biomedical Sciences, Other."
11-9121,Natural Sciences Managers,27.0101,"Mathematics, General."
11-9121,Natural Sciences Managers,27.0102,Algebra and Number Theory.
11-9121,Natural Sciences Managers,27.0103,Analysis and Functional Analysis.
11-9121,Natural Sciences Managers,27.0104,Geometry/Geometric Analysis.
11-9121,Natural Sciences Managers,27.0105,Topology and Foundations.
11-9121,Natural Sciences Managers,27.0199,"Mathematics, Other."
11-9121,Natural Sciences Managers,27.0301,"Applied Mathematics, General."
11-9121,Natural Sciences Managers,27.0303,Computational Mathematics.
11-9121,Natural Sciences Managers,27.0304,Computational and Applied Mathematics.
11-9121,Natural Sciences Managers,27.0305,Financial Mathematics.
11-9121,Natural Sciences Managers,27.0306,Mathematical Biology.
11-9121,Natural Sciences Managers,27.0399,"Applied Mathematics, Other."
11-9121,Natural Sciences Managers,27.0501,"Statistics, General."
11-9121,Natural Sciences Managers,27.0503,Mathematics and Statistics.
11-9121,Natural Sciences Managers,27.0599,"Statistics, Other."
11-9121,Natural Sciences Managers,27.0601,"Applied Statistics, General."
11-9121,Natural Sciences Managers,27.9999,"Mathematics and Statistics, Other."
11-9121,Natural Sciences Managers,30.0101,Biological and Physical Sciences.
11-9121,Natural Sciences Managers,30.0801,Mathematics and Computer Science.
11-9121,Natural Sciences Managers,30.1001,Biopsychology.
11-9121,Natural Sciences Managers,30.1501,"Science, Technology and Society."
11-9121,Natural Sciences Managers,30.1801,Natural Sciences.
11-9121,Natural Sciences Managers,30.1901,Nutrition Sciences.
11-9121,Natural Sciences Managers,30.2501,"Cognitive Science, General."
11-9121,Natural Sciences Managers,30.2599,"Cognitive Science, Other."
11-9121,Natural Sciences Managers,30.2701,Human Biology.
11-9121,Natural Sciences Managers,30.3001,Computational Science.
11-9121,Natural Sciences Managers,30.3201,Marine Sciences.
11-9121,Natural Sciences Managers,30.3301,Sustainability Studies.
11-9121,Natural Sciences Managers,30.3401,Anthrozoology.
11-9121,Natural Sciences Managers,30.3501,Climate Science.
11-9121,Natural Sciences Managers,30.3801,Earth Systems Science.
11-9121,Natural Sciences Managers,30.4101,Environmental Geosciences.
11-9121,Natural Sciences Managers,30.4301,Geobiology.
11-9121,Natural Sciences Managers,30.4401,Geography and Environmental Studies.
11-9121,Natural Sciences Managers,30.4901,Mathematical Economics.
11-9121,Natural Sciences Managers,30.5001,Mathematics and Atmospheric/Oceanic Science.
11-9121,Natural Sciences Managers,30.7001,"Data Science, General."
11-9121,Natural Sciences Managers,30.7099,"Data Science, Other."
11-9121,Natural Sciences Managers,38.0102,Logic.
11-9121,Natural Sciences Managers,40.0101,"Physical Sciences, General."
11-9121,Natural Sciences Managers,40.0201,Astronomy.
11-9121,Natural Sciences Managers,40.0202,Astrophysics.
11-9121,Natural Sciences Managers,40.0203,Planetary Astronomy and Science.
11-9121,Natural Sciences Managers,40.0299,"Astronomy and Astrophysics, Other."
11-9121,Natural Sciences Managers,40.0401,"Atmospheric Sciences and Meteorology, General."
11-9121,Natural Sciences Managers,40.0402,Atmospheric Chemistry and Climatology.
11-9121,Natural Sciences Managers,40.0403,Atmospheric Physics and Dynamics.
11-9121,Natural Sciences Managers,40.0404,Meteorology.
11-9121,Natural Sciences Managers,40.0499,"Atmospheric Sciences and Meteorology, Other."
11-9121,Natural Sciences Managers,40.0501,"Chemistry, General."
11-9121,Natural Sciences Managers,40.0502,Analytical Chemistry.
11-9121,Natural Sciences Managers,40.0503,Inorganic Chemistry.
11-9121,Natural Sciences Managers,40.0504,Organic Chemistry.
11-9121,Natural Sciences Managers,40.0506,Physical Chemistry.
11-9121,Natural Sciences Managers,40.0507,Polymer Chemistry.
11-9121,Natural Sciences Managers,40.0508,Chemical Physics.
11-9121,Natural Sciences Managers,40.0509,Environmental Chemistry.
11-9121,Natural Sciences Managers,40.0510,Forensic Chemistry.
11-9121,Natural Sciences Managers,40.0511,Theoretical Chemistry.
11-9121,Natural Sciences Managers,40.0512,Cheminformatics/Chemistry Informatics.
11-9121,Natural Sciences Managers,40.0599,"Chemistry, Other."
11-9121,Natural Sciences Managers,40.0601,"Geology/Earth Science, General."
11-9121,Natural Sciences Managers,40.0602,Geochemistry.
11-9121,Natural Sciences Managers,40.0603,Geophysics and Seismology.
11-9121,Natural Sciences Managers,40.0604,Paleontology.
11-9121,Natural Sciences Managers,40.0605,Hydrology and Water Resources Science.
11-9121,Natural Sciences Managers,40.0606,Geochemistry and Petrology.
11-9121,Natural Sciences Managers,40.0607,"Oceanography, Chemical and Physical."
11-9121,Natural Sciences Managers,40.0699,"Geological and Earth Sciences/Geosciences, Other."
11-9121,Natural Sciences Managers,40.0801,"Physics, General."
11-9121,Natural Sciences Managers,40.0802,Atomic/Molecular Physics.
11-9121,Natural Sciences Managers,40.0804,Elementary Particle Physics.
11-9121,Natural Sciences Managers,40.0805,Plasma and High-Temperature Physics.
11-9121,Natural Sciences Managers,40.0806,Nuclear Physics.
11-9121,Natural Sciences Managers,40.0807,Optics/Optical Sciences.
11-9121,Natural Sciences Managers,40.0808,Condensed Matter and Materials Physics.
11-9121,Natural Sciences Managers,40.0809,Acoustics.
11-9121,Natural Sciences Managers,40.0810,Theoretical and Mathematical Physics.
11-9121,Natural Sciences Managers,40.0899,"Physics, Other."
11-9121,Natural Sciences Managers,40.1002,Materials Chemistry.
11-9121,Natural Sciences Managers,40.1099,"Materials Sciences, Other."
11-9121,Natural Sciences Managers,40.1101,Physics and Astronomy.
11-9121,Natural Sciences Managers,40.9999,"Physical Sciences, Other."
11-9121,Natural Sciences Managers,51.1401,Medical Science/Scientist.
11-9121,Natural Sciences Managers,51.2006,Clinical and Industrial Drug Development.
11-9121,Natural Sciences Managers,52.0210,Research and Development Management.
11-9121,Natural Sciences Managers,52.0214,Research Administration.
11-9121,Natural Sciences Managers,52.0216,Science/Technology Management.
11-9121,Natural Sciences Managers,54.0104,History and Philosophy of Science and Technology.
11-9131,Postmasters and Mail Superintendents,44.0401,Public Administration.
11-9141,"Property, Real Estate, and Community Association Managers",04.1001,Real Estate Development.
11-9141,"Property, Real Estate, and Community Association Managers",52.1501,Real Estate.
11-9151,Social and Community Service Managers,30.1701,Behavioral Sciences.
11-9151,Social and Community Service Managers,30.5301,Thanatology.
11-9151,Social and Community Service Managers,44.0000,"Human Services, General."
11-9151,Social and Community Service Managers,44.0201,Community Organization and Advocacy.
11-9151,Social and Community Service Managers,44.0401,Public Administration.
11-9151,Social and Community Service Managers,44.0701,Social Work.
11-9151,Social and Community Service Managers,44.0702,Youth Services/Administration.
11-9151,Social and Community Service Managers,44.0703,Forensic Social Work.
11-9151,Social and Community Service Managers,44.0799,"Social Work, Other."
11-9151,Social and Community Service Managers,52.0101,"Business/Commerce, General."
11-9151,Social and Community Service Managers,52.0201,"Business Administration and Management, General."
11-9151,Social and Community Service Managers,52.0206,Non-Profit/Public/Organizational Management.
11-9161,Emergency Management Directors,43.0119,Critical Incident Response/Special Police Operations.
11-9161,Emergency Management Directors,43.0120,Protective Services Operations.
11-9161,Emergency Management Directors,43.0301,Homeland Security.
11-9161,Emergency Management Directors,43.0302,Crisis/Emergency/Disaster Management.
11-9161,Emergency Management Directors,43.0303,Critical Infrastructure Protection.
11-9161,Emergency Management Directors,43.0304,Terrorism and Counterterrorism Operations.
11-9161,Emergency Management Directors,61.0603,Emergency Medical Services Fellowship Program.
11-9171,Funeral Home Managers,12.0301,"Funeral Service and Mortuary Science, General."
11-9171,Funeral Home Managers,12.0302,Funeral Direction/Service.
11-9171,Funeral Home Managers,12.0399,"Funeral Service and Mortuary Science, Other."
