PROVIDERID,NAME,SCHOOLIDENTIFICATIONNUMBER,STREET1,STREET2,CITY,STATE,ZIP,COUNTY,MSTREET1,MSTREET2,MCITY,MSTATE,MZIP,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTTITLE,PHONE,PHONEEXTENSION,FAX,WEBSITE,EMAIL,LICENSINGAGENCYID,TYPEID,NONGOVAPPROVAL,CERTAPPROVALEXP,CUSTOMIZED,DISTANCELEARNING,SPEAKSPANISH,OTHERLANGUAGES,LANGUAGES,CAREERASSIST,ONESTOPCAREER,PERSONALASSIST,ACCESSAJBATB,CHILDCARE,ASSISTOBTAININGCHILDCARE,EVENINGCOURSES,ACCESSFORDISABLED,BUSROUTE1,BUSROUTE2,TRNROUTE1,TRNROUTE2,WIBCOMMENT,STATECOMMENT,DTSUBMITTED,STATUSNAME
709,"""Rutgers University, NJAES, Office of Continuing Professional Education""",22600108602,102 Ryders Lane,,New Brunswick,NJ,8901,Middlesex,102 Ryders Lane,,New Brunswick,NJ,8901,Rebecca,Rathmill,Sr Program Coordinator,8489327138,,7329321187,http://www.cpe.rutgers.edu,ocpe@njaes.rutgers.edu,16,4,,,1,1,1,1,"""Portuguese, Spanish""",1,1,2,2,2,2,1,1,New Jersey Transit Bus Routes (For Information 201-762-5100):,Suburban Transit Routes (For Information 732-249-1100):,NJ Transit - Northeast Corridor - New Brunswick  (201-762-5100),"""Amtrak stations at MetroPark, New York and Trenton. ( 1-800-USA-RAIL)""",,"""12/08/2022 - ETPL Renewal Approval Expiration Date. JH

01/12/2020-ETPL Renewal Approval Expiration Date. DBailey

10/24/17-ETPL Renewal Approval Application Expiration Date. DBailey

suspended for non student record compliance- records were due no later than 6/30/17. -je

No student enrollments for 2nd quarter audit 7/13/17 -jde, changed to approve status.""",5/19/2000 9:15:07 AM,Approved
710,Middlesex County College - Credit Programs,221769370000,2600 Woodbridge Avenue,P.O. Box 3050,Edison,NJ,8818,Middlesex,2600 Woodbridge Avenue,P.O. Box 3050,Edison,NJ,8818,Lisa,Rodriguez-Gregory,"""Acting Director, Admissions""",7329062550,,7329067728,www.middlesexcc.edu,CQuigley@middlesexcc.edu; lgregory@middlesexcc.edu,16,3,Middle States Association of Colleges and Schools,,1,2,1,2,,1,1,1,1,1,2,1,1,M- 14 MCC Edison,M-13 MCC Perth Amboy,NJ Transit - Metuchen,NJ Transit - New Brusnwick,,"""10/30/2021- ETPL Renewal Application Approval Expiration date. SH

12/19/2019 - ETPL Renewal Application Approval Expiration date. SH

10/06/17-ETPL Renewal Expiration Date. DBailey.""",5/19/2000 12:00:00 AM,Approved
712,"""Abilities of NW Jersey, Inc - Employment Pathways - DVRS""",222053518,264 Rt 31 North,,Washington,NJ,7882,Warren,PO Box 251,,Washington,NJ,7882,Karen,Menke,Outreach Care Coordinator,9086891118,,9086896363,www.abilitiesnw.com,kmenke@abilitiesnw.com,17,14,Carf International,11/30/2022 12:00:00 AM,2,2,2,2,,1,1,1,1,2,2,2,1,Warren County Shuttle,,,,,"""11/30/2022 - ETPL Renewal Application Approval Expiration Date. JH
04/04/2020 - ETPL Renewal Application Approval Expiration date. SH

7/2/18 COA expired - SAZ (3/27/19 DVRS approved vendor)

4/3/18 - ETPL expired - SAZ

12/19/17-ETPL Renewal Approval Expiation Date. DBailey""",5/19/2000 12:29:31 PM,Approved
2848,"""American Institute of Alternative Medicine, Inc. - PCS""",223640333000,646 State Route 18,Suite 210,East Brunswick,NJ,8816,Middlesex,646 State Route 18,Suite 210,East Brunswick,NJ,8816,Mark,Carangelo,Director/Owner,7326516060,,7326516033,massageschoolnewjersey.com,massagecareer@aol.com,1,5,CBTMB,7/31/2021 12:00:00 AM,1,2,2,2,,1,2,1,2,2,2,1,2,None Available,,None Available,,,"""7/31/2021 - PCS/ETPL renewal expiration - SAZ

2/11/2021 change in location - SAZ

07/31/2019-ETPL Renewal Approval Expiration Date. JH

7/3/19 suspended for expired fire - SAZ (7/16/19 reinstated)

5/15/19 suspended for expired TPB - SAZ (6/5/19 reinstated)

7/30/18 - suspended for expired fire _SAZ (10/30/18 reinstated)
Suspended 2/22/17 - No ETPL Renewal Application submitted. DBarry
4/18/17 Change of Location COA - SAZ
Reinstated on 8/26/16 with current cert exp date of 7/31/17. DBarry. 
6/7/2016 suspended for expired liability insurance SHarris

Reinstated after entering enrollments and exits. 7/18/07.MS. 03/30/16 suspended due to Fire cert expired 1/31/16 DBAILEY""",2/19/2002 2:17:03 PM,Approved
606,Campus Education - Jersey City - PCS,223644216000,35 Journal Square,Suite 701,Jersey City,NJ,7306,Hudson,35 Journal Square,7th Floor,Jersey City,NJ,7306,Christine,Tuozo,Co-Director,2013860700,,8666112573,www.studyoncampus.com,infojc@studyoncampus.com,1,5,,1/31/2022 12:00:00 AM,1,2,1,1,"""French, Arabic, French/French Creole, German, Indic/Hindu, Japanese, Polish, Portuguese, Russian, Spanish, Tagalog (Philipines), Other Languages""",1,1,1,1,2,2,1,1,Buses stopping at Journal Square,,Path trains stopping at Journal Square Station,,,"""1/31/2022 - PCS/ETPL renewal expiration - SAZ

01/31/20- ETPL Renewal Approval Expiration Date. DBailey

12/23/19 suspended for expired bond - SAZ

5/1/19 - suspended for expired fire - SAZ (5/20/19 reinstated)

4/30/18 suspended for expired liability - SAZ (5/2/18 reinstated)

4/11/18 suspended for expired fire - SAZ (4/24/18 reinstated)

4/4/18 no new enrollments/exits for 1st quarter - SAZ

01/31/18-ETPL Renewal Approval Exiraption Date.  DBailey
11/8/17 expired liability - SAZ (11/27/17 reinstated)
02/10/2017- Suspended Certificate of Approval Expired DBailey (5/18/17 reinstated SAZ)
1/13/17- ETPL Application Denied. student records are not uploaded DBailey
1/11/17 Suspended for expired bond - SAZ (reinstated 1/12/17)

3/29/2016 suspended for expired fire certificate SHarris Reinstated per Jerrold 

Formerly known as Computer Professional Learning Center, Inc. - Jersey City and also CPLC.""",1/1/2002 12:00:00 AM,Approved
568,New Community Career & Technical Institute - PCS - SOrange,22254636501,274 South Orange Avenue,,Newark,NJ,7108,Essex,274 South Orange Avenue,,Newark,NJ,7108,Rodney,Brutton,Director,9736395604,104,9738246545,www.newcommunity.org/workforce,rbrutton@newcommunity.org,1,5,Council on Occupational Education,5/31/2021 12:00:00 AM,1,2,1,2,,1,1,1,1,2,1,1,1,NJ Transit route 31 - from Newark Penn Station,NJ Transit route 34 from Newark Penn Station,NJ Transit to Newark Penn Station,NJ/NY Path Train to Newark Penn Station,,"""5/31/21 PCS/ETPL renewal expiration - SAZ

8/11/2020 suspended for expired  liability - SAZ (8/20/2020 reinstated)

8/26/19 suspended for non-receipt of annual report - SAZ (8/29/19 reinstated)

8/2/19 suspended for expired liability - SAZ (8/7/19 reinstated)

05/31/19-ETPL Renwewal Approval Expiration Date. DBailey

3/13/19 suspended for expired fire - SAZ (5/8/19 reinstated)

11/26/18 change in school name - SAZ
10/10/17 - no new enrollments/exits for 3rd quarter per R. Brutton - SAZ
09/20/2017 - ETPL Renewal Application approval expiration date. SH
8/11/17 Suspended for expired TPB - SAZ (8/17/17 reinstated)
8/7/17 suspended for expired liability - SAZ (8/8/17 reinstated)
5/10/17 COA expired - SAZ (7/27/17 reinstated)
Reinstated with current certificate 1/12/16. DBarry. 
No current certificate of approval on file. Suspended 7/24/15. DBarry.""",1/1/2002 12:00:00 AM,Approved
480,Goodwill Industries of Greater NY & Northern NJ (DVRS),131641068000,400 Supor Blvd,,Harrison,NJ,7029,Hudson,400 Supor Blvd,,Harrison,NJ,7029,Zinnia,Johnson,Director of Rehabilitation,9734742023,,9734819031,www.goodwillny.org,zjohnson@goodwillnynj.org,17,17,CARF,,1,2,1,1,Spanish,1,1,1,1,2,2,2,1,Bus # 39,,,,,"""05/10/2021 - ETPL Renewal Application Approval expiration date. SH

05/04/19-ETPL Renewal Approval Expiration Date. DBailey

4/26/18 no ETPL renewal app; reminder email sent 3/20/18

02/27/2018 - ETPL Renewal Application Approval Expiration date (DVRS ). SH

02/23/2017 - Suspended for not submitting an ETPL Renewal Application. SH

suspended because certificate of approval expired 12/31/2015..DBAILEY/ Ms. Fiore stated that the organization offers voc rehab service/ will reinstate 04/19/16""",1/1/2002 12:00:00 AM,Approved
490,Catholic Charities of the Archdiocese of Newark - Newark - WIA,222164120002,321 Central Avenue,,Newark,NJ,7103,Essex,321 Central Avenue,,Newark,NJ,7103,Rose,Howard,Division Director,9732683162,,9733500792,ccannj.com,rhoward1@ccannj.org,39,6,Welfare-to-Work,7/31/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,1,2,1,321 Central is a block from Norfolk Street Subway. Bus Numbers 24 and 44 travel,Bus Number 99 travels along Norfolk intersecting with Central Avenue.,The subway station is within one block of the facility. Norfolk and Central Ligh,,,"""07/31/21-Renewal Expiration Date. DBailey

6/30/19 WTW contract expiration - SAZ

8/8/18 COA expired - SAZ
1/9/20  Aprove Renewal application -AL
5/30/17 suspended for expired fire - SAZ (7/14/17 reinstated)
suspended due to certification being expired on 06/30/15.. DBAILEY noted on 04/14/16/ received updated certificate of approval. noted 04/15/16 DBAILEY""",1/1/2002 12:00:00 AM,Approved
2728,The College of New Jersey,2227973980000,2000 Pennington Road,,Ewing,NJ,8628,Mercer,Office of Student Accounts,PO Box 7718 - GH 119,Ewing,NJ,8628,Christine M.,Caruso,Special Programs Coordinator,6097713179,,6096375111,http://www.tcnj.edu/,ccaruso@tcnj.edu,16,4,,,2,1,2,2,,1,2,2,1,2,2,1,1,None available,,None Available,,,"""11/29/2021 - ETPL Renewal Approval Expiration Date. JH

12/8/19 ETPL Renewal Application approval expiration date - SAZ

11/23/2017 - ETPL Renewal application approval expiration date. SH""",1/30/2002 5:58:10 PM,Approved
2748,Stockton University,222832788000,"""35 South Dr. MLK, Jr. Boulevard""",,Atlantic City,NJ,8401,Atlantic,101 Vera King Farris Drive,,Galloway,NJ,8205,Bahiya,Cabral-Johnson,"""Director, Office of Continuing Studies""",6096524959,,6096266050,www.stockton.edu,Bahiya.Cabral-Johnson@stockton.edu,16,4,Middle States,,1,1,2,2,,1,1,1,1,1,1,1,1,508,,NJT Atlantic City Line Shuttle to Campus,,,"""01/30/2022 - ETPL Renewal Approval Expiration Date. JH 12/19/2019-ETPL Renewal Approval Expiration Date. JH
12/4/17 no ETPL renewal app - SAZ

1/16/18 no enrollments 4th quarter - SAZ""",1/31/2002 9:50:08 AM,Approved
426,"""Mercer County Technical Schools - Adult Evening School, Assunpink Center""",221853283001,Assunpink Center,1085 Old Trenton Rd.,Trenton,NJ,8690,Mercer,1085 Old Trenton Rd.,,Trenton,NJ,8690,Gary,Mattia,Interim Principal,6095865146,,6095873304,www.mcts.edu,msmith-jones@mcts.edu; gmattia@mcts.edu,18,2,,,1,2,2,2,,1,1,1,1,2,2,1,1,None,None,None,None,,"""1/9/21 ETPL renewal expiration - SAZ

10/3/17-ETPL Approval Renewal Expiration date. DBailey""",1/1/2002 12:00:00 AM,Approved
427,Mercer County Technical School - Health Careers Center,221853283004,1070 Klockner Road,,Trenton,NJ,8619,Mercer,1070 Klockner Rd.,,Trenton,NJ,8619,Gary,Mattia,Principal,6095877640,,6095873304,www.mcts.edu,gmattia@mcts.edu,18,2,,,1,2,2,2,,1,1,1,2,2,2,1,1,NJ Transit #609,,New Jersey Transit - Hamilton Station,,,"""2/21/21 - ETPL Renewal expiration date - SAZ

01/12/18-ETPL Renewal Approval Expiration Date. DBailey

4/7/17 suspended for expired COA - SAZ""",1/1/2002 12:00:00 AM,Approved
428,Middlesex County Vocational and Technical Schools - East Brunswick,226002455001,112 Rues Lane,,East Brunswick,NJ,8816,Middlesex,112 Rues Lane,,East Brunswick,NJ,8816,Dawn,Lystad,Director of Adult Education,7322573300,1920,7323904252,www.mcvts.net,lystadd@mcvts.net,18,2,,,1,2,2,2,,1,1,2,1,2,2,1,1,NJ Trans. M11 - M15 - M18,,None Available,,,"""07/26/2021 -ETPL Renewal Application Approval Expiration Date. SH

12/18/2019-ETPL Renewal Approval Expiration Date. JH

09/08/2017-EPTL Renewal Approval Expiration Date. DKelly.""",1/1/2002 12:00:00 AM,Approved
430,Middlesex County Vocational and Technical Schools - Piscataway,226002455004,21 Suttons Lane,,Piscataway,NJ,8854,Middlesex,112 Rues Lane,,East Brunswick,NJ,8816,Dawn,Lystad,Director of Adult Education,7322573300,1920,7323904252,www.mcvts.net,lystadd@mcvts.net,18,2,,,1,2,2,2,,1,1,2,1,2,2,1,1,None Available,,None Available,,,"""07/26/2021 - ETPL Renewal Approval Expiration Date : AL 
12/18/2019-EPTL RENEWAL AL

09/08/2017-EPTL RENEWAL Approval Expiration Date DKelly""",1/1/2002 12:00:00 AM,Approved
431,Monmouth County Vocational School - Adult Post Secondary Evening Education,216007749,106 Neptune Road,,Neptune,NJ,7753,Monmouth,4000 Kozloski Road,PO Box  5033,Freehold,NJ,7728,Dana,Schaed,Director of  Adult Education,7324317245,,7328971676,www.mcvsd.org,dschaed@ctemc.org,18,2,,,1,2,2,2,,1,1,2,2,2,1,1,1,From 25 Neptune Blvd to Rt. 33 & Neptune Blvd,none,"""Railroad Ave & Warren Ave, Spring Lake, NJ 07762""",none,,"""10/03/21- ETPL Renewal Expiration Date. JH 
12/1/17- ETPL Renewal Approval Expiration Date.Dbailey
Partner for Title II Adult/Remedial Education Programs FY 2014/15""",1/1/2002 12:00:00 AM,Approved
433,"""Morris County School of Technology, Adult Education - WIOA Title 2""",221908487000,400 East Main St.,,Denville,NJ,7834,Morris,400 East Main St.,,Denville,NJ,7834,Irene,Schrader,Continuing Adult Education Manager,9736274601,231,9735864314,www.mcvts.edu,schrader@mcvts.org,18,38,Middle States Commission and Council on Occupational Education,6/30/2021 12:00:00 AM,2,1,1,2,,1,1,1,1,2,2,1,1,Rt. 53 (Main St.) & Fox Hill Rd.,57 Bloomfield Ave. Denville,Estling Rd (off of Rt.53) Denville,,,"""07/29/2022 - ETPL Renewal application approval expiration date. SH

8/26/2020 - Per J. Cohen, FY 20/21 approved WIOA Title 2 Lead Agency - SAZ

7/8/19 - Per J. Cohen, FY19/20 Title II lead agency, per J. Cohen - SAZ

06/30/19 - ETPL Renewal Application approval expiration date: AL

12/28/2018 - ETPL Renewal Application approval expiration date. SH

7/2/18 FY18/19 Title II provider, per J. Cohen - SAZ

09/29/2017 - ETPL renewal application approval expiration date. SH

9/25/17 approved for FY 17/18 Title II - per J. Cohen - SAZ

This Provider offers training in Adult Literacy and Remedial Education under a Grant for Title II Adult/Remedial Education FY2014/15""",1/1/2002 12:00:00 AM,Approved
435,Ocean County Vocational Technical Schools - Waretown,216007568003,423 Wells Mills Road,,Waretown,NJ,8758,Ocean,423 Wells Mills Road,,Waretown,NJ,8758,Mary,Beatty-Sharisky,Principal of Adult Education,7324733100,3159,7322861196,www.ocvts.org,MBeatty-Sharisky@mail.ocvts.org,18,2,Council on Occupational Education,,1,2,2,2,,1,1,1,1,2,2,1,1,,,,,,"""09/2/2020 - ETPL Renewal Application Approval Expiration Date: AL
07/30/2020 - ETPL Renewal Application Approval Expiration Date. JH
12/09/2017 - ETPL Renewal Application approval expiration date. SH""",1/1/2002 12:00:00 AM,Approved
437,Ocean County Vocational Technical Schools - Brick,216007568001,350 Chambers Bridge Road,,Brick,NJ,8723,Ocean,350 Chambers Bridge Road,,Brick,NJ,8723,Mary,Beatty-Sharisky,Principal of Adult Education,7324733100,3159,7322861196,www.ocvts.org,MBeatty-Sharisky@mail.ocvts.org,18,2,Council on Occupational Education,,1,2,2,2,,1,1,1,1,2,2,1,1,,,,,,"""10/02/2022 - ETPL Renewal Application Approval Expiration Date. JH
07/30/2019 - ETPL Renewal Application Approval Expiration Date. JH
 12/09/2017 - ETPL Renewal Application approval expiration date. SH""",1/1/2002 12:00:00 AM,Approved
414,Cumberland County Technical Education Center,237015301004,3400 College Drive,,Vineland,NJ,8360,Cumberland,3400 College Drive,,Vineland,NJ,8360,Joy,Wood,Director of Adult Education,8564519000,3105,8564534214,www.cctecnj.org,jwood@cumberland.tec.nj.us,18,2,,,1,2,2,2,,1,1,1,1,2,2,1,1,SJ Transit bus 553,,none available,,,"""10/08/2021 - ETPL Renewal application approval expiration date. SH

12/11/19-ETPL Renewal Approval Expiration date: AL

12/16/17-ETPL Renewal Approval Expiration date. DBailey""",1/1/2002 12:00:00 AM,Approved
410,Burlington County Institute of Technology - Adult Education Division,210735947001,695 Woodlane Rd.,,Westampton,NJ,8060,Burlington,BCIT - Adult Education,695 Woodlane Rd.,Westampton,NJ,8060,Jesse,Pappler,Adult Education Assistant Principal,6092674226,8330,6092673752,www.bcit.cc,jpappler@burlcoschools.org,18,2,,,1,2,2,2,,2,1,2,1,2,2,1,1,None Available,,None Available,,,"""10/28/21 - ETPL Renewal Approval Expiration Date: AL

12/07/2019-ETPL Renewal Expiration Date. JH
11/18/2017 - ETPL Renewal Approval Expiration Date. DBarry.""",1/1/2002 12:00:00 AM,Approved
412,Cape May County Technical School - Adult/Post Secondary Day Division,216000432000,188 Crest Haven Road,,Cape May Court House,NJ,8210,Cape May,Attn: Adult Education Division,188 Crest Haven Road,Cape May Court House,NJ,8210,Susan,Jurusz,Supervisor of Adult & community Education,6093800243,,6094656399,www.capemaytech.com,sjurusz@capemaytech.com,18,2,,3/13/2022 12:00:00 AM,1,2,2,2,,1,1,2,2,1,2,1,1,NJ Transit Crest Haven Complex Bus Stop,,None available,,,"""03/13/2022 - ETPL Renewal Approval Application Expiration Date. JH
12/13/2019Renewal Approval
08/11/2017 Renewal Approval Date DKelly""",1/1/2002 12:00:00 AM,Approved
354,Smith & Solomon Driver Training - Deptford,223658271003,1245 Delsea Drive,,Deptford,NJ,8096,Gloucester,1245 Delsea Drive,,Deptford,NJ,8093,Beverly,Schwiter,Admissions Coordinator,8566610400,245,8563451829,www.smithsolomon.com,bschwiter@smithsolomon.com,11,18,,12/31/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,2,1,1,410,,,,,"""12/31/21-ETPL Renewal Approval Expiration Date. DBailey

12/31/2019- ETPL Renewal Approval Expiration Date. DBailey

1/3/19 COA expired - SAZ (1/7/19 updated/reinstated)

1/31/18 COA expired - SAZ (2/5/18 reinstated)
12/4/17 ETPL renewal expired - SAZ
08/24/2017 RENEWAL APPROVAL DATE DKELLY

suspended for non student record compliance- records were due no later than 6/30/17. -je

Student records updated for 2nd quarter 7/10/17 -jde

4/6/17 updated COA - SAZ
Suspension removed.  Certification received SHARRIS
DBarry removed """"PVS"""" from provider name 2/28/17

suspended due to certification exp. on 12/31/14. DBAILEY noted  03/28/16""",1/1/2002 12:00:00 AM,Approved
5629,Hunterdon County Educational Services Commission - WIOA Title 2,222291432000,8 Bartles Corner Road,Suite 205,Flemington,NJ,8822,Hunterdon,37 Hoffmans Crossing Road,,Califon,NJ,7830,Fran,Leddy,"""Coordinator, Adult Literacy Programs""",9082375000,,9082370952,www.hunterdonesc.org,fleddy@hunterdonesc.org,18,38,,6/30/2021 12:00:00 AM,1,2,1,2,Spanish,2,1,1,1,2,1,1,1,"""The LINK , by reservation""",NJ Transit Bus stop within 1 mile,NJ Transit Train Station within 1 mile,,,"""8/26/2020 - Per J. Cohen, FY 20/21 approved WIOA Title 2 Lead Agency - SAZ

04/27/2020 - ETPL Renewal Application Approval expiration date: AL

7/8/19 - Per J. Cohen, FY19/20 Title II lead agency, per J. Cohen - SAZ

7/2/18 FY18/19 Title II provider, per J. Cohen - SAZ

03/30/2018 - ETPL Renewal Application Approval expiration date. SH

9/25/17 approved for FY 17/18 Title II - per J. Cohen - SAZ
Partner Title II Grant FY 2016/17

3/26/2014  Mail returned Undeliverable- no forwarding address;JVoj""",2/21/2003 3:51:06 PM,Approved
341,Eastwick College - Nutley Campus,223378926,103 Park Avenue,,Nutley,NJ,7110,Essex,103 Park Avenue,,Nutley,NJ,7110,Bhavna,Tailor,School Director,9736610600,1551,9736622954,www.eastwick.edu,btailor@eastwick.edu,16,3,ACICS,,1,2,1,1,Spanish,1,1,1,1,2,1,1,1,#13 from Newark; #74 from Paterson & Passaic,"""#32 DeCamp from Union City, W. New York, N. Bergen, Hoboken & Jersey City""",none available,,,"""01/22/2022-ETPl Renewal Approval Expiration date. DBailey
10/10/2019-ETPL Renewal Application Approval Expiration Date. JH
11/6/17 COA expired - SAZ (reinstated, school is a college) SH
09/13/2017 - ETPL Renewal Application approval expiration date. SH

School has become a college. So no longer a PVS per email rec'd from TEU on 1/14/14. Suspended from ETPL on 1/14/14 by MS.  All pertinent info changed on provider page.  Sent back live on 1/28/14. MS""",1/1/2002 12:00:00 AM,Approved
347,Rizzieri Aveda School,221758973000,8200 Town Center Blvd.,,Voorhees,NJ,8043,Camden,8200 Town Center Blvd.,,Voorhees,NJ,8043,Paula,Brown,President,8565522262,,8564941401,www.rizzierischools.com,pbrown@rizzieri.com,2,19,Naccas,7/31/2021 12:00:00 AM,1,2,2,2,,1,1,2,2,2,2,1,1,Bus 406,,,,,"""08/9/2021 - ETPL Renewal application approval expiration date AL

07/31/2019 - ETPL Renewal application approval expiration date. SH

08/01/2017 - ETPL Renewal Approval Expiration Date. SH. 
8/2/17 suspended for expired COA - SAZ""",1/1/2002 12:00:00 AM,Approved
326,"""Parisian Beauty Academy, Paul Mitchell Partner School""",223529868000,362 State St.,,Hackensack,NJ,7601,Bergen,362 State St.,,Hackensack,NJ,7601,H. Penny,Muccia,Dean/Co-Owner,2018818124,,2014874079,www.parisianbeautyacademy.com,pba@parisianbeautyacad.com; penny@parisianbeautyacad.com,2,19,NACCAS,7/31/2021 12:00:00 AM,1,2,1,2,Spanish,1,1,1,1,2,2,1,2,New Jersey Transit - Route 165,New Jersey Transit - check for alternate routes on website,"""New Jersey Transit - Anderson Street station, Hackensack, NJ""",None,,"""07/31/2021 - ETPL Renewal Application Approval Expiration Date. SH

07/31/19- ETPL Renewal Approval Expiration Date. DBailey

10/21/2017 - ETPL Renewal Approval Expiration Date. DBarry
9/7/17 updated COA - SAZ
8/2/17 suspended for expired COA - SAZ
Reinstated on 2/23/15 with current certificate. DBarry

Suspended on 1/21/15 for expired certificate. Sent email request on same date - returned undeliverable. DBarry.""",1/1/2002 12:00:00 AM,Approved
